support,itemsets,itemset_length
0.03075,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & SEQ_MEDIUM,4
0.03075,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & SEQ_MEDIUM & TOOL_MEDIUM,4
0.03075,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & SEQ_MEDIUM,4
0.03075,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,4
0.03075,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & NO_USER_REENTRY,3
0.0305,DEPTH_LOW & FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL & USER_REENTRY,4
0.0305,DEPTH_LOW & FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL_CYCLE & USER_REENTRY,4
0.0305,DEPTH_LOW & FAILURE_INTENT_MISUNDERSTANDING & SEQ_SHORT & USER_REENTRY,4
0.0305,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & NO_USER_REENTRY & PATTERN_A_T_A,4
0.0305,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_HIGH,4
0.0305,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_HIGH,4
0.0305,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_HIGH,4
0.0305,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_HIGH,4
0.0305,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.0305,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.0305,FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL & NO_TOOL_CYCLE & USER_REENTRY,4
0.0305,FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL & SEQ_SHORT & USER_REENTRY,4
0.0305,FAILURE_WRONG_TOOL_SELECTION & SEQ_MEDIUM & TOOL_MEDIUM & USER_REENTRY,4
0.0305,DEPTH_LOW & FAILURE_INTENT_MISUNDERSTANDING & USER_REENTRY,3
0.0305,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & TOOL_HIGH,3
0.0305,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & TOOL_HIGH,3
0.0305,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & TOOL_HIGH,3
0.0305,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_LONG & TOOL_HIGH,3
0.0305,FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL & USER_REENTRY,3
0.0305,FAILURE_EXECUTION_CASCADING_ERROR & TOOL_HIGH,2
0.03025,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & TOOL_HIGH,4
0.03025,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & TOOL_HIGH,4
0.03025,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & TOOL_HIGH,4
0.03025,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & SEQ_LONG & TOOL_HIGH,4
0.03025,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A,4
0.03025,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,4
0.03025,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & SEQ_MEDIUM,4
0.03025,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.03025,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.03025,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_MEDIUM,4
0.03025,FAILURE_PARAMETER_HALLUCINATION & NO_USER_REENTRY & PATTERN_A_T_A & SEQ_MEDIUM,4
0.03025,FAILURE_PARAMETER_HALLUCINATION & NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.03025,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_HIGH,4
0.03025,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A & TOOL_HIGH,4
0.03025,MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_LONG & TOOL_HIGH,4
0.03025,NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_HIGH,4
0.03025,NO_USER_REENTRY & PATTERN_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.03025,NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.03025,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & TOOL_HIGH,3
0.03025,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE,3
0.03025,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A,3
0.03025,FAILURE_PARAMETER_HALLUCINATION & NO_USER_REENTRY & SEQ_MEDIUM,3
0.03025,MULTI_TOOL_CYCLE & NO_USER_REENTRY & TOOL_HIGH,3
0.03025,NO_USER_REENTRY & PATTERN_A_T_A & TOOL_HIGH,3
0.03025,NO_USER_REENTRY & PATTERN_A_T_A_T_A & TOOL_HIGH,3
0.03025,NO_USER_REENTRY & SEQ_LONG & TOOL_HIGH,3
0.03025,NO_USER_REENTRY & TOOL_HIGH,2
0.03,DEPTH_HIGH & MULTI_TOOL_CYCLE & NO_USER_REENTRY & TOOL_HIGH,4
0.03,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_HIGH,4
0.03,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A_T_A & TOOL_HIGH,4
0.03,DEPTH_HIGH & NO_USER_REENTRY & SEQ_LONG & TOOL_HIGH,4
0.03,DEPTH_HIGH & NO_USER_REENTRY & TOOL_HIGH,3
